source,Variation,location,description,attributes_associated_gene,gene_id,transcript_id,protein_id,mapped_to_accession,attributes_p_value,var_class,most_severe_consequence,consequence_terms,assembly_name,MAF,protein_start,protein_end,amino_acids,evidence,clinical_significance,pmid,pop.gnomad_East_Asian,pop.gnomad_African,pop.gnomad,pop.gnomad_Latino,pop.gnomad_Ashkenazi_Jewish,pop.gnomad_Finnish,pop.gnomad_European_Non_Finnish,pop.gnomad_Other,pop.gnomad_South_Asian,protein_length
ClinVar,rs3733615,4:113355728-113355728,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,synonymous_variant,5_prime_UTR_variant,GRCh38,0.2849,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.1208,0.573,0.1816,0.1714,0.2045,0.1259,0.1576,0.2051,0.1477,180
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0034,27,27,D/D,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,186
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,0.0034,NA,NA,NA,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,295
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,0.0034,NA,NA,NA,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,300
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,0.0034,NA,NA,NA,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,NA
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,synonymous_variant,intron_variant,GRCh38,0.0034,NA,NA,NA,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,295
ClinVar,rs3809740,17:8288959-8288959,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000585311,ENSP00000464191,HP:0011675,NA,SNP,synonymous_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,0.0034,NA,NA,NA,"Frequency,HapMap,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.01461,0.0001969,0.004546,0.0001191,0.004573,0.02615,0.00122,0.004015,0.002372,291
ClinVar,rs397508087,11:2588804-2588804,Cardiac arrhythmia,KCNQ1,ENSG00000053918,ENST00000155840,ENSP00000155840,HP:0011675,NA,deletion,frameshift_variant,frameshift_variant,GRCh38,NA,448,448,P/X,"Frequency,Cited,Phenotype_or_Disease,ExAC",pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676
ClinVar,rs397508101,CHR_HSCHR11_1_CTG7:2847792-2847794,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000053918,ENST00000155840,ENSP00000155840,HP:0011675,NA,deletion,inframe_deletion,inframe_deletion,GRCh38,NA,614,615,HQ/Q,"Cited,Phenotype_or_Disease",pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,676
ClinVar,rs397508101,CHR_HSCHR11_1_CTG7:2847792-2847794,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000229414,ENST00000440887,NA,HP:0011675,NA,deletion,inframe_deletion,"intron_variant,non_coding_transcript_variant",GRCh38,NA,NA,NA,NA,"Cited,Phenotype_or_Disease",pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ClinVar,rs397508101,CHR_HSCHR11_1_CTG7:2847792-2847794,Cardiac arrhythmia,"KCNQ1-AS1,KCNQ1",ENSG00000282076,ENST00000633370,NA,HP:0011675,NA,deletion,inframe_deletion,non_coding_transcript_exon_variant,GRCh38,NA,NA,NA,NA,"Cited,Phenotype_or_Disease",pathogenic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ClinVar,rs45447896,4:113287721-113287721,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0034,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.01862,0.002125,0.001285,0.01291,0.0001374,0.0004607,0.001657,9.80E-05,3924
ClinVar,rs45454496,4:113373381-113373381,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,8.00E-04,3898,3898,E/K,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,3924
ClinVar,rs45454496,4:113373381-113373381,Arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,8.00E-04,3898,3898,E/K,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,3924
ClinVar,rs45454496,4:113373381-113373381,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,8.00E-04,3898,3898,E/K,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,3924
ClinVar,rs45454496,4:113373381-113373381,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,8.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,180
ClinVar,rs45454496,4:113373381-113373381,Arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,8.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,180
ClinVar,rs45454496,4:113373381-113373381,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,8.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.0007842,0.002854,0.00143,0.01871,0.0003139,0.003697,0.005657,0.0002599,180
ClinVar,rs45502093,4:113199128-113199128,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0254,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0593,0.005828,0.031,0.03316,0.00468,0.04254,0.03585,0.02897,0.00827,3924
ClinVar,rs45502093,4:113199128-113199128,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000511380,ENSP00000425775,HP:0011675,NA,SNP,intron_variant,downstream_gene_variant,GRCh38,0.0254,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.0593,0.005828,0.031,0.03316,0.00468,0.04254,0.03585,0.02897,0.00827,112
NHGRI-EBI GWAS catalog,rs482329,1:234680808-234680808,Life threatening arrhythmia,IRF2BP2,ENSG00000230628,ENST00000442382,NA,EFO:0004269,6.00E-06,SNP,splice_region_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.469,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,Phenotype_or_Disease,TOPMed,gnomAD",NA,PMID:22247754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NHGRI-EBI GWAS catalog,rs482329,1:234680808-234680808,Life threatening arrhythmia,IRF2BP2,ENSG00000228044,ENST00000449012,NA,EFO:0004269,6.00E-06,SNP,splice_region_variant,"splice_region_variant,intron_variant,non_coding_transcript_variant",GRCh38,0.469,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,Phenotype_or_Disease,TOPMed,gnomAD",NA,PMID:22247754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ClinVar,rs5064,1:11847546-11847546,Cardiac arrhythmia,"NPPA-AS1,NPPA",ENSG00000011021,ENST00000312413,ENSP00000308367,HP:0011675,NA,SNP,non_coding_transcript_exon_variant,downstream_gene_variant,GRCh38,0.1296,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.007479,0.2916,0.08523,0.05798,0.05939,0.04363,0.08047,0.0896,0.1108,847
ClinVar,rs5064,1:11847546-11847546,Cardiac arrhythmia,"NPPA-AS1,NPPA",ENSG00000175206,ENST00000376476,ENSP00000365659,HP:0011675,NA,SNP,non_coding_transcript_exon_variant,intron_variant,GRCh38,0.1296,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.007479,0.2916,0.08523,0.05798,0.05939,0.04363,0.08047,0.0896,0.1108,101
ClinVar,rs5064,1:11847546-11847546,Cardiac arrhythmia,"NPPA-AS1,NPPA",ENSG00000011021,ENST00000400892,ENSP00000496938,HP:0011675,NA,SNP,non_coding_transcript_exon_variant,"intron_variant,NMD_transcript_variant",GRCh38,0.1296,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.007479,0.2916,0.08523,0.05798,0.05939,0.04363,0.08047,0.0896,0.1108,498
ClinVar,rs5064,1:11847546-11847546,Cardiac arrhythmia,"NPPA-AS1,NPPA",ENSG00000011021,ENST00000446542,NA,HP:0011675,NA,SNP,non_coding_transcript_exon_variant,non_coding_transcript_exon_variant,GRCh38,0.1296,NA,NA,NA,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0.007479,0.2916,0.08523,0.05798,0.05939,0.04363,0.08047,0.0896,0.1108,NA
ClinVar,rs55792866,12:2120310-2120310,Cardiac arrhythmia,CACNA1C,ENSG00000151067,ENST00000327702,ENSP00000329877,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.0254,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,5.80E-05,0.04609,0.02351,0.01154,0.02215,0.01207,0.02658,0.0188,0.03702,2173
ClinVar,rs55792866,12:2120310-2120310,Cardiac arrhythmia,CACNA1C,ENSG00000151067,ENST00000543114,ENSP00000445849,HP:0011675,NA,SNP,intron_variant,downstream_gene_variant,GRCh38,0.0254,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,5.80E-05,0.04609,0.02351,0.01154,0.02215,0.01207,0.02658,0.0188,0.03702,100
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000226105,ENSP00000226105,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,4.00E-04,54,54,L/L,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,186
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000380067,ENSP00000369407,HP:0011675,NA,SNP,synonymous_variant,3_prime_UTR_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,295
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000577745,ENSP00000464231,HP:0011675,NA,SNP,synonymous_variant,downstream_gene_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,300
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000108961,ENST00000578849,NA,HP:0011675,NA,SNP,synonymous_variant,non_coding_transcript_exon_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,NA
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000579192,ENSP00000462395,HP:0011675,NA,SNP,synonymous_variant,intron_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,295
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000581320,NA,HP:0011675,NA,SNP,synonymous_variant,upstream_gene_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,NA
ClinVar,rs569872275,17:8289038-8289038,Cardiac arrhythmia,"RANGRF,SLC25A35",ENSG00000125434,ENST00000585311,ENSP00000464191,HP:0011675,NA,SNP,synonymous_variant,"3_prime_UTR_variant,NMD_transcript_variant",GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0,3.67E-05,0,0,0,0,0,0.0002924,291
ClinVar,rs66785829,4:113365051-113365051,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.002,3601,3601,V/D,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,3924
ClinVar,rs66785829,4:113365051-113365051,Arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.002,3601,3601,V/D,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,3924
ClinVar,rs66785829,4:113365051-113365051,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.002,3601,3601,V/A,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,3924
ClinVar,rs66785829,4:113365051-113365051,Arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.002,3601,3601,V/A,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,3924
ClinVar,rs66785829,4:113365051-113365051,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,187
ClinVar,rs66785829,4:113365051-113365051,Arrhythmia,ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,missense_variant,downstream_gene_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,187
ClinVar,rs66785829,4:113365051-113365051,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,NA
ClinVar,rs66785829,4:113365051-113365051,Arrhythmia,ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,NA
ClinVar,rs66785829,4:113365051-113365051,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",likely benign,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,180
ClinVar,rs66785829,4:113365051-113365051,Arrhythmia,ANK2,ENSG00000145362,ENST00000612754,ENSP00000482888,HP:0011675,NA,SNP,missense_variant,3_prime_UTR_variant,GRCh38,0.002,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0,0.0005229,0.002419,0.002026,0.003555,0.001257,0.003703,0.003838,0.0007148,180
ClinVar,rs66792339,4:113336799-113336799,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,intron_variant,intron_variant,GRCh38,0.028,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.07862,0.005652,0.004051,0,0,0.0001705,0.004016,0.0003249,3924
ClinVar,rs66792339,4:113336799-113336799,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000503271,ENSP00000423799,HP:0011675,NA,SNP,intron_variant,downstream_gene_variant,GRCh38,0.028,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.07862,0.005652,0.004051,0,0,0.0001705,0.004016,0.0003249,1114
ClinVar,rs66792339,4:113336799-113336799,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000504415,ENSP00000426994,HP:0011675,NA,SNP,intron_variant,upstream_gene_variant,GRCh38,0.028,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.07862,0.005652,0.004051,0,0,0.0001705,0.004016,0.0003249,187
ClinVar,rs66792339,4:113336799-113336799,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000504887,NA,HP:0011675,NA,SNP,intron_variant,"intron_variant,non_coding_transcript_variant",GRCh38,0.028,NA,NA,NA,"Frequency,1000Genomes,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0,0.07862,0.005652,0.004051,0,0,0.0001705,0.004016,0.0003249,NA
ClinVar,rs67486287,19:35034040-35034040,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000262631,ENSP00000262631,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.1192,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0,0.0008113,0,0,0.0001329,6.98E-05,0,0.005039,218
ClinVar,rs67486287,19:35034040-35034040,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000415950,ENSP00000396915,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.1192,250,250,R/K,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0,0.0008113,0,0,0.0001329,6.98E-05,0,0.005039,268
ClinVar,rs67486287,19:35034040-35034040,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000415950,ENSP00000396915,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.1192,250,250,R/T,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0,0.0008113,0,0,0.0001329,6.98E-05,0,0.005039,268
ClinVar,rs67486287,19:35034040-35034040,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000415950,ENSP00000396915,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,0.1192,250,250,R/M,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0,0.0008113,0,0,0.0001329,6.98E-05,0,0.005039,268
ClinVar,rs67486287,19:35034040-35034040,Cardiac arrhythmia,SCN1B,ENSG00000105711,ENST00000602150,NA,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,0.1192,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0,0.0008113,0,0,0.0001329,6.98E-05,0,0.005039,NA
ClinVar,rs7221086,17:70175699-70175699,Cardiac arrhythmia,KCNJ2,ENSG00000123700,ENST00000243457,ENSP00000243457,HP:0011675,NA,SNP,synonymous_variant,synonymous_variant,GRCh38,0.0729,220,220,S/S,"Frequency,HapMap,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",benign,NA,0,0.2345,0.01642,0.009827,0.0007107,0,0.0006181,0.007109,0.0003249,427
ClinVar,rs72544141,4:113348277-113348277,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,"missense_variant,splice_region_variant",GRCh38,0.001,1425,1425,E/G,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",conflicting interpretations of pathogenicity,NA,0,0,0.0005288,0.001104,0,0,0.0007897,0.0009131,0,3924
ClinVar,rs72544141,4:113348277-113348277,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000508007,NA,HP:0011675,NA,SNP,missense_variant,non_coding_transcript_exon_variant,GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",conflicting interpretations of pathogenicity,NA,0,0,0.0005288,0.001104,0,0,0.0007897,0.0009131,0,NA
ClinVar,rs72544141,4:113348277-113348277,"Cardiac arrhythmia, ankyrin B-related",ANK2,ENSG00000145362,ENST00000514960,ENSP00000422853,HP:0011675,NA,SNP,missense_variant,intron_variant,GRCh38,0.001,NA,NA,NA,"Frequency,1000Genomes,Cited,ESP,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",conflicting interpretations of pathogenicity,NA,0,0,0.0005288,0.001104,0,0,0.0007897,0.0009131,0,966
ClinVar,rs72556370,4:113373162-113373162,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,4.00E-04,3862,3862,V/M,"Frequency,1000Genomes,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0.004818,0,0.0003741,5.96E-05,0,0,8.97E-06,0.0001824,0.0001624,3924
ClinVar,rs72556370,4:113373162-113373162,Arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,4.00E-04,3862,3862,V/M,"Frequency,1000Genomes,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0.004818,0,0.0003741,5.96E-05,0,0,8.97E-06,0.0001824,0.0001624,3924
ClinVar,rs72556370,4:113373162-113373162,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,4.00E-04,3862,3862,V/L,"Frequency,1000Genomes,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0.004818,0,0.0003741,5.96E-05,0,0,8.97E-06,0.0001824,0.0001624,3924
ClinVar,rs72556370,4:113373162-113373162,Arrhythmia,ANK2,ENSG00000145362,ENST00000264366,ENSP00000264366,HP:0011675,NA,SNP,missense_variant,missense_variant,GRCh38,4.00E-04,3862,3862,V/L,"Frequency,1000Genomes,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",not provided,NA,0.004818,0,0.0003741,5.96E-05,0,0,8.97E-06,0.0001824,0.0001624,3924
ClinVar,rs72556370,4:113373162-113373162,Cardiac arrhythmia,ANK2,ENSG00000145362,ENST00000506344,ENSP00000422888,HP:0011675,NA,SNP,missense_variant,upstream_gene_variant,GRCh38,4.00E-04,NA,NA,NA,"Frequency,1000Genomes,Cited,Phenotype_or_Disease,ExAC,TOPMed,gnomAD",uncertain significance,NA,0.004818,0,0.0003741,5.96E-05,0,0,8.97E-06,0.0001824,0.0001624,197
